Id,BirthDate,DeathDate,SSN,Drivers,Passport,Prefix,First,Middle,Last,Suffix,Maiden,Marital,Race,Ethnicity,Gender,BirthPlace,Address,City,State,County,FIPS County Code,Zip,Lat,Lon,Healthcare_Expenses,Healthcare_Coverage,Income,phone,email,is_high_risk,mrn,source_facility_id
208640f5-821b-4d1f-93be-49d061dbdb3b,1963-11-29,,834-10-3373,S63028874,X82700386,Ms.,Jennifer,Leah,Morales,,,D,white,nonhispanic,female,Angelicahaven CA US,12578 Miller Square Apt. 631,Oakland,CA,Alameda,07288,94609,56.3426,-88.718471,52083.14,9443.81,109883,259.885.4669x7763,nancywilson@example.net,0,330430857,330101
a34bbfe8-38aa-4e76-98c8-aff43ffef464,1972-08-26,,240-01-2056,S82701863,,Mr.,Alexander,Tommy,Mccall,,,W,white,nonhispanic,male,Bentontown MA US,2642 Michelle Rest Suite 166,Boston,MA,Suffolk,09765,02118,-78.76483,-77.660541,17350.01,33788.99,41737,314-339-8779x35441,brownmichael@example.net,1,330938271,330102
722b3714-d6f8-4f90-9a53-0cf730ea7ef5,1937-07-21,,679-42-5228,S52522933,,Mr.,Kevin,Corey,Spence,,,D,white,nonhispanic,male,West Brooke MA US,227 Matthew Inlet Suite 504,Boston,MA,Suffolk,15047,02118,56.923691,-0.708845,5691.96,10471.36,281247,425-318-9869,henry38@example.net,0,050388233,050201
5ad7c99c-f125-4491-911b-98640b5f44ce,1968-03-18,,248-54-9708,S64258896,,Mr.,Kenneth,Anthony,Collier,,,W,white,nonhispanic,male,Brianmouth TX US,868 Erin Drives,Austin,TX,Travis,16718,78702,-61.423659,50.695696,6923.5,6599.87,34255,001-848-643-9101x890,omiranda@example.net,0,050379497,050201
4755e1c4-178a-4557-b9ac-dd72fac60ad7,1995-03-17,,371-47-9365,S15140915,,Mr.,Michael,Michael,Farmer,,,,white,nonhispanic,male,Bethanychester CA US,16483 Thomas Hollow,Oakland,CA,Alameda,29258,94609,-16.220689,-164.317383,6146.94,34218.49,40145,846.700.9840x06946,matthewphillips@example.net,0,030271767,030301
a0bb9885-31c6-4234-a324-88b623edd61a,1959-06-05,,200-93-4045,S23951049,,Ms.,Laura,Keith,Evans,,,W,asian,nonhispanic,female,Tapiaside CA US,64207 Obrien Prairie Suite 766,Oakland,CA,Alameda,06859,94609,69.439686,124.652816,31840.16,87667.26,41131,2827379510,karenking@example.org,0,330657033,330101
79611b88-2874-4e30-827a-6030673c4115,1996-09-10,,607-56-0834,S53524972,X83227197,Ms.,Sarah,,Hill,,,S,white,nonhispanic,female,Mariaside IL US,0915 Martin Stream Suite 434,Chicago,IL,Cook,25851,60612,74.427591,56.499122,53227.47,6381.78,65834,723.859.7553x778,sjohnson@example.org,0,330771497,330102
8b424ac8-08e8-43e2-9e51-aa0cedd5cf2f,1955-09-26,,108-24-7225,S34625024,,Mr.,Daniel,Dennis,Hill,,,M,asian,nonhispanic,male,Stacyport TX US,160 Hill Crossing Suite 283,Austin,TX,Travis,32549,78702,80.823617,-85.655787,31190.71,13350.01,55706,620-879-2338x872,frankaguilar@example.net,0,330991866,330102
b6ace83f-6ae5-4f1b-ad96-a4419cfe129f,1945-02-09,,612-98-5825,S69809891,X37538622,Ms.,Sara,Melissa,Cole,,,M,white,hispanic,female,Gregorybury MA US,10197 Sara Falls Suite 891,Boston,MA,Suffolk,35797,02118,75.768921,-176.520663,53301.04,36064.7,44216,+1-867-288-5552x8522,mcdonaldmia@example.org,1,330503341,330102
07f33adb-5ef7-4967-9d9a-8688085561ea,1976-06-21,,003-23-0511,S48967172,,Ms.,Donna,Erica,Day,,Henderson,D,black,nonhispanic,female,North Aliciaview AZ US,27997 Debbie Circles Suite 146,Phoenix,AZ,Maricopa,20834,85006,-41.564954,145.4481,30532.84,30195.26,56480,+1-973-445-8767x52938,mariah06@example.net,0,330348531,330102
