Id,BirthDate,DeathDate,SSN,Drivers,Passport,Prefix,First,Middle,Last,Suffix,Maiden,Marital,Race,Ethnicity,Gender,BirthPlace,Address,City,State,County,FIPS County Code,Zip,Lat,Lon,Healthcare_Expenses,Healthcare_Coverage,Income,phone,email,is_high_risk,mrn,source_facility_id
a0b8b4e2-3edb-4da1-93b1-49ddd8a19a37,1991-07-18,,174-76-0948,S85136126,X45451354,Ms.,Nancy,Robert,Carr,,,,white,nonhispanic,female,Lisaview GA US,3478 Jerry Street,Savannah,GA,Chatham,41676,31404,73.66532,-63.759412,79281.51,12664.09,46623,001-389-312-2842x978,yrussell@example.com,0,330220174,330101
9e9eec6b-62c2-4bd2-9bc3-b31847f55b8a,1957-02-06,,834-89-5698,S86620731,,Ms.,Regina,Melody,Holmes,,,S,black,nonhispanic,female,Port Laura IL US,004 Boone Burgs,Chicago,IL,Cook,30344,60612,-62.902081,106.128789,50381.0,23488.21,108859,6702925244,vjones@example.org,0,330154296,330101
bd3da170-ed3f-4ba7-a1ba-9f6721e3d61a,1960-12-06,,845-75-1195,S36568954,,Mr.,Edward,,Arnold,,,D,white,nonhispanic,male,Fordville TX US,509 Kirk Cliff Suite 120,Austin,TX,Travis,42461,78702,-31.109807,-89.857021,35404.48,1874.71,29851,238-338-4697,brian90@example.com,0,330112742,330101
b451c34d-415d-41d6-a580-3fbd74261785,1946-03-02,,838-28-2332,S64537181,,Mr.,Mitchell,Eileen,Berry,,,W,black,nonhispanic,male,North Andreafurt IL US,788 Warren Burg Apt. 309,Chicago,IL,Cook,37599,60612,52.013111,87.955895,16145.72,15832.81,71971,(509)809-7244,crystaltran@example.org,0,330378343,330102
3d3fe481-df63-4a3d-a88d-b1758163e9ef,1952-08-06,,625-37-9045,S20683226,,Ms.,Elizabeth,Erik,Fowler,,,W,asian,nonhispanic,female,East Lawrence MA US,0265 Lucas Row,Boston,MA,Suffolk,45076,02118,52.002517,105.457399,5841.79,41378.73,49568,(539)478-3051x8157,patrick53@example.net,0,330757166,330102
ebd386e7-bd01-4d8a-98cd-91ff4d2e4220,1984-06-28,,084-06-5293,S76038946,X85113930,Ms.,Casey,Jared,Wood,,,M,other,nonhispanic,female,West Christopherville IL US,970 Vazquez Crest,Chicago,IL,Cook,13137,60612,38.06456,153.956257,24947.25,5559.31,13408,334-902-5963x7374,vincentramirez@example.org,0,330931884,330102
a0f52804-22d3-4937-8c4f-b37f329421ea,1927-09-18,,259-91-0330,S36019531,X37652732,Mr.,Kenneth,Mark,Lopez,,,W,black,hispanic,male,Port Melissa MA US,4553 David Estate,Boston,MA,Suffolk,16845,02118,-61.404122,-106.747762,60288.43,18245.83,79683,(920)334-8478x716,michaelcoleman@example.net,1,140940321,140401
04067908-5614-41a7-b8c7-ec5d9c5ba5b2,1982-12-04,,270-92-9131,S16675119,X38816889,Ms.,Allison,Jeffrey,Jackson,,,,white,nonhispanic,female,North Samanthaview TX US,10565 Jones Prairie,Austin,TX,Travis,18367,78702,63.082848,-22.167671,21109.26,34225.98,33434,288.625.0676x2090,megan61@example.org,0,330984120,330101
833d44cd-8d84-4811-a1fb-6ad7fa9d0098,1983-05-22,,691-25-9691,S85113223,,Mr.,Robert,Justin,Hanson,,,S,white,nonhispanic,male,Bullockfort IL US,66322 Sandra Ports Apt. 623,Chicago,IL,Cook,18907,60612,46.729836,-162.286333,62659.15,51750.59,89323,804.974.3174x4441,ashleyrice@example.org,0,330720137,330102
85dadf0a-ef86-4283-a236-34c62680bf4b,1979-11-24,,438-66-0978,S20880670,,Ms.,Tara,Todd,Taylor,,,W,asian,nonhispanic,female,Anthonyshire GA US,18297 Allen Parkway Suite 194,Savannah,GA,Chatham,40638,31404,75.437985,144.305594,144128.26,32889.05,29364,782.672.2692,jessica85@example.net,0,140598889,140401
f6e2b3e8-2acd-440f-a15a-70501fcd148a,1981-05-31,,501-48-6488,S94062861,,Mr.,Jonathan,Hannah,Daniel,,,S,white,nonhispanic,male,East Joshuaburgh AZ US,367 Thompson Parkway,Phoenix,AZ,Maricopa,41153,85006,58.624551,113.186808,47150.17,4384.09,78579,(354)438-7114x18447,ksandoval@example.com,0,140521745,140401
c817c752-fc23-4d04-9bc0-ebf814b219d2,1987-03-26,,361-29-5037,S49031473,,Ms.,Patricia,Jeffrey,Martin,,Silva,S,white,nonhispanic,female,New Melanie MA US,9429 Emily Rapids Suite 434,Boston,MA,Suffolk,01379,02118,42.706342,175.522202,12675.24,24623.02,80845,870-457-7941,teresa66@example.com,0,050230283,050201
d1110bfb-576e-4f91-895a-246b8a1259f1,1975-05-12,,627-14-3319,S76540922,,Ms.,Kendra,,Rogers,,,S,white,nonhispanic,female,Alexton IL US,409 Kyle Corners Apt. 339,Chicago,IL,Cook,12424,60612,-6.256622,-23.964749,6604.85,21256.6,37434,475-970-3580,martinezann@example.org,0,050505611,050201
6449f54e-db9f-4dec-b824-a716d49d8cb1,1938-02-11,,292-99-1771,S73747237,,Mr.,Stephen,,Vasquez,,,,black,nonhispanic,male,Williamport CA US,849 Reese Tunnel Suite 640,Oakland,CA,Alameda,18857,94609,-18.231805,7.295964,145704.66,76173.93,102050,(855)724-3195x152,robert20@example.org,0,030945380,030301
fa2a8940-3b09-4984-a69d-28b632dc0958,1943-07-25,,149-50-3417,S40189567,,Ms.,Amanda,,Richardson,,,M,white,nonhispanic,female,North Erinstad MA US,235 Petty Mountains,Boston,MA,Suffolk,31183,02118,-59.623247,129.994137,13411.46,21543.74,35212,+1-707-661-5563,huntkaren@example.org,1,050510270,050201
48ca8432-a37a-4e66-88be-1adebed4882f,2014-05-16,,154-90-0522,,X14931780,,Collin,Joseph,Chavez,,,,white,nonhispanic,male,Port Williamhaven GA US,443 Vincent Pike Apt. 704,Savannah,GA,Chatham,26478,31404,61.697124,109.57334,87010.4,98328.16,155539,001-562-286-4343x6063,ygutierrez@example.net,0,330269985,330101
3b2355de-0c55-4e86-934e-09826070af0d,1970-05-28,,170-91-1673,S70137821,,Mr.,Jeremy,,Rodriguez,,,M,white,hispanic,male,Jamesmouth AZ US,4803 Turner Walk Suite 967,Phoenix,AZ,Maricopa,37009,85006,24.615602,153.978069,3645.85,5932.75,51377,720-377-8912x151,williamscassandra@example.org,0,330216594,330102
8de759a1-55b5-4eff-83aa-bb022d77fc36,2000-04-14,,706-83-9481,S80274655,,Ms.,Kristen,,Hodges,,,W,white,nonhispanic,female,Robinsonfort TX US,2461 Hoffman Turnpike Suite 231,Austin,TX,Travis,51945,78702,50.579009,-148.650068,27825.84,29281.43,99952,+1-288-296-7726x60473,dwilliamson@example.net,0,140727807,140401
f11a1208-dd04-47ec-a4f9-e77c86e06758,1978-12-11,,366-37-8983,S48404748,,Ms.,Melanie,,Ramirez,,,M,asian,nonhispanic,female,South Susanchester TX US,1057 Martinez Spring,Austin,TX,Travis,18355,78702,-19.017387,-11.534285,14242.78,97619.72,71188,710-426-6869,karen13@example.com,0,140889962,140401
4eaf4a9a-bd42-4fff-b9e6-d1c9e6d26e0b,1957-11-27,,224-43-8235,S89223781,,Ms.,Eileen,Hunter,Kidd,,,S,white,nonhispanic,female,Hamiltonborough GA US,965 Booker Station,Savannah,GA,Chatham,44665,31404,-18.329539,-9.28069,5316.7,8354.23,27691,288.544.5884x209,kennedymanuel@example.com,0,140746610,140401
4d2d93a7-71bb-42b7-b7a1-4250f547abbb,1965-10-01,,347-21-3564,S89871403,,Mr.,Andrew,,Garcia,,,M,asian,hispanic,male,East Tracy MA US,0179 Mills Glen,Boston,MA,Suffolk,03991,02215,38.918866,-87.131989,47869.66,47456.99,54770,799.703.3523x0946,dannymitchell@example.org,0,330758038,330102
57041143-cfdb-425d-8a6d-75d275ae7452,1940-06-17,,407-69-5307,S47297066,,Mr.,Peter,David,Bell,,,S,other,nonhispanic,male,Bryanstad IL US,545 Ortiz Pine Suite 762,Chicago,IL,Cook,25018,60612,11.293047,127.820223,28793.11,19550.82,78409,001-538-533-8032,zpeters@example.net,1,050786061,050201
