Id,BirthDate,DeathDate,SSN,Drivers,Passport,Prefix,First,Middle,Last,Suffix,Maiden,Marital,Race,Ethnicity,Gender,BirthPlace,Address,City,State,County,FIPS County Code,Zip,Lat,Lon,Healthcare_Expenses,Healthcare_Coverage,Income,phone,email,is_high_risk,mrn,source_facility_id
1098cec2-30fe-4523-8cce-13ed47f26e75,1969-05-17,,308-82-9697,S42884417,,Ms.,Gabriella,,Ford,,Smith,,white,nonhispanic,female,Port Timothy MA US,40225 Tonya Manors Suite 715,Boston,MA,Suffolk,21122,02215,-43.582352,-174.347905,33524.24,18975.22,60335,836.776.4559x36447,atkinsonshannon@example.com,0,030160594,030301
6e6796bd-6c07-4b2d-81aa-8a66847741ca,1951-02-15,,284-53-0097,S88097788,,Mr.,Craig,,Burke,,,W,white,nonhispanic,male,Woodsstad MA US,7758 Aguilar Forge,Boston,MA,Suffolk,18008,02215,65.904601,-153.159029,19383.76,3852.34,104438,+1-980-257-7899x19781,joannefrench@example.org,0,330300904,330102
d40f84d8-aaa4-4203-a123-e2b77747ee72,1959-03-15,,351-73-8280,S92820582,,Ms.,Kimberly,Christina,Blankenship,,,W,other,hispanic,female,Jamesberg AZ US,046 Carly Shores,Phoenix,AZ,Maricopa,37306,85006,81.936603,98.634611,23113.54,118200.38,32051,212-451-8293x12530,hgregory@example.org,0,330500308,330101
b810a070-8b2d-45b4-8ae9-791a0aa22d88,1953-09-10,,540-19-2474,S16125217,X31498952,Ms.,Janet,Anna,Green,,,,white,hispanic,female,Caldwellfort CA US,6871 Scott Oval Suite 165,Oakland,CA,Alameda,21363,94609,-33.62778,-11.24248,11909.79,7877.72,48509,(550)942-9572x12450,ppierce@example.com,0,330249836,330101
c5643bfc-8894-43d9-b5b7-66ff2d438c47,1949-04-29,,641-38-8295,S18058263,X26660321,Mr.,Mark,,Brown,,,D,other,nonhispanic,male,Haydenborough GA US,740 Connor Lights Apt. 434,Savannah,GA,Chatham,38194,31404,-34.304209,87.311823,87657.79,7289.21,24227,965.907.7742x7055,ortizleslie@example.org,1,140829376,140401
18b2b14f-192c-4184-8b31-1289cf836b75,2011-05-07,,637-83-5878,,,,Stephanie,Karen,Little,,,W,asian,nonhispanic,female,Andersonborough TX US,17387 Melissa Isle Apt. 791,Austin,TX,Travis,27456,78702,-78.053754,65.663108,94189.55,43095.11,22882,001-849-771-3538x10155,perezjustin@example.net,0,030244572,030301
d2647e0e-a863-42d4-9894-063decd13de8,1947-07-27,,853-90-7013,S17602730,X88116918,Mr.,Joseph,Rhonda,Page,,,D,white,nonhispanic,male,Michaelberg MA US,267 David Branch Apt. 013,Boston,MA,Suffolk,27024,02118,-74.765732,-47.285295,32008.42,73438.13,96809,371-474-5526x28970,hphillips@example.net,0,330703119,330102
2ba2bd31-9f1b-4393-8690-9b5698eab448,1970-08-13,,199-41-2776,S39430104,X87677443,Mr.,Christopher,Christopher,Leach,,,,white,nonhispanic,male,Sandovalborough GA US,49531 Thomas Islands,Savannah,GA,Chatham,35841,31404,-46.269393,28.462895,19005.76,7727.27,20217,(789)565-2750x399,epage@example.org,0,330805304,330102
e4350554-dd8d-40dc-8a02-f23553821bec,1982-02-07,,274-63-7916,S58033755,X60210979,Ms.,Brandi,,Sandoval,,Baker,D,asian,nonhispanic,female,Newtonbury MA US,50711 Christopher Station,Boston,MA,Suffolk,02791,02118,48.568086,98.367954,283216.18,17496.34,38035,2107219238,carlhaynes@example.net,0,050790167,050201
fd816a8d-693e-43d7-96cd-f257cec41f27,1989-07-22,,660-05-9251,S56408208,,Ms.,Shelley,,Villarreal,,,,white,nonhispanic,female,Sandersside IL US,897 Brandon Lights Apt. 961,Chicago,IL,Cook,22374,60612,-24.940824,-46.476362,153504.9,6471.99,112749,447.348.7390,karla04@example.org,0,330961786,330101
d3a301e5-b246-4ec5-b8c5-adf704c3cee3,1990-10-15,,889-83-6778,S65899949,,Ms.,Ashley,,Green,,,D,black,hispanic,female,West Aprilberg MA US,02328 Fields Roads,Boston,MA,Suffolk,40000,02118,58.880142,2.997859,39896.49,12471.71,19596,+1-356-245-8309x8968,dickersonerica@example.com,0,330113083,330102
08b8840e-062d-453f-8356-162e0e80a4ff,1945-09-29,,028-21-0156,S44360173,X53714198,Mr.,Jamie,Dustin,Walker,,,W,black,hispanic,male,Donaldton AZ US,251 Fisher Mills Suite 197,Phoenix,AZ,Maricopa,12583,85006,-41.214397,85.591329,16033.88,3767.44,70500,+1-999-301-2739x3673,masseydylan@example.net,0,330950554,330102
9b07a9d4-f6cf-4e7f-9545-ad8feafbaecd,1933-11-04,,177-71-1899,S71374094,,Mr.,Joshua,Gilbert,Brewer,,,M,white,nonhispanic,male,Port Michaelport TX US,106 Bishop Parkways,Austin,TX,Travis,36952,78702,63.562976,52.068644,99638.62,11569.09,83153,(881)785-8292,rebeccacoleman@example.com,0,140283686,140401
abc9eeb4-3b4c-48e4-95c4-02d1ae3345bf,1925-02-17,,597-64-2713,S93528961,,Ms.,Emily,John,Jackson,,,S,black,nonhispanic,female,Simonmouth MA US,716 Campbell Streets,Boston,MA,Suffolk,52524,02215,-0.440613,-126.079913,50372.41,24726.83,36178,+1-599-551-0936x6579,debra17@example.com,1,050774141,050201
3589c1b1-7818-4d81-909c-85e63093c3e6,1968-12-06,,025-61-8827,S91338753,X20751349,Ms.,Tracy,,Watts,,,D,white,nonhispanic,female,Port Sergio GA US,40251 Haley Centers Apt. 743,Savannah,GA,Chatham,43414,31404,22.428472,-28.897572,16828.0,7481.28,30196,303.473.3695x335,robinsonheather@example.com,0,140659861,140401
